num,user_id,register_dt,LTV,is_churn,channel,cost_of_utilization
262,12607,2020-01-16,614.3026122587858,0,Контекстная реклама,655.6855591600641
1479,13824,2020-03-28,600.6121464453807,1,Email рассылка,199.69392677730963
1560,13905,2020-04-03,568.0614523276204,1,Email рассылка,215.96927383618979
2849,15194,2020-06-18,581.2527642710256,1,ТВ,2093.7361786448714
2542,14887,2020-05-31,570.1639236732225,1,Поиск,42.98360763267775
1502,13847,2020-03-30,567.5491320454471,1,Контекстная реклама,735.1664755227398
2274,14619,2020-05-15,602.783454638869,1,Контекстная реклама,675.2681271139226
2741,15086,2020-06-12,589.6000470072639,1,Контекстная реклама,697.6799200876513
2963,15308,2020-06-25,595.4849440687141,1,Email рассылка,202.25752796564296
220,12565,2020-01-14,614.0436863493687,0,Email рассылка,192.9781568253156
1322,13667,2020-03-19,586.6934400942557,1,ТВ,2066.5327995287216
3588,15933,2020-08-02,566.6925896314742,0,Поиск,43.33074103685258
1291,13636,2020-03-17,599.0350617440486,0,Контекстная реклама,681.6403950351174
2815,15160,2020-06-16,561.8711305497449,0,Контекстная реклама,744.8190780654337
3627,15972,2020-08-04,575.418889997321,1,Контекстная реклама,721.7878870045541
131,12476,2020-01-08,604.5847173777713,0,Email рассылка,197.70764131111434
2564,14909,2020-06-01,565.3819259503448,0,Email рассылка,217.3090370248276
395,12740,2020-01-23,612.0882560488782,0,ТВ,1939.5587197556092
967,13312,2020-02-27,603.0248436605348,0,Поиск,39.697515633946516
2547,14892,2020-05-31,592.3247391307309,1,Контекстная реклама,693.0479434777575
781,13126,2020-02-16,621.0521853773533,1,Контекстная реклама,644.2112848584993
2985,15330,2020-06-26,569.4578291388095,1,Контекстная реклама,731.9216904640236
1724,14069,2020-04-12,607.0024762833823,1,Email рассылка,196.49876185830885
1428,13773,2020-03-25,600.4429486207582,1,Email рассылка,199.77852568962086
3309,15654,2020-07-17,549.4005064733398,0,ТВ,2252.9974676333013
684,13029,2020-02-10,598.6229477034965,1,Поиск,40.137705229650344
1747,14092,2020-04-14,589.0887642595678,1,Контекстная реклама,698.5491007587345
3547,15892,2020-07-30,565.7361414550718,1,Контекстная реклама,738.2485595263779
3419,15764,2020-07-23,551.4127167709771,0,Контекстная реклама,762.598381489339
871,13216,2020-02-21,587.7937404757267,0,Email рассылка,206.10312976213663
2820,15165,2020-06-16,595.5806795393853,0,Email рассылка,202.20966023030738
2942,15287,2020-06-24,594.358504372144,0,ТВ,2028.2074781392798
3029,15374,2020-06-29,569.5864932571437,1,Поиск,43.041350674285624
1700,14045,2020-04-11,568.0637395683336,0,Контекстная реклама,734.2916427338329
3504,15849,2020-07-28,562.5631068767595,1,Контекстная реклама,743.6427183095087
1776,14121,2020-04-16,612.1387381127698,0,Контекстная реклама,659.3641452082912
647,12992,2020-02-08,607.8504472315965,0,Email рассылка,196.07477638420173
1189,13534,2020-03-10,587.5334292955224,1,Email рассылка,206.2332853522388
2236,14581,2020-05-13,575.3551524147081,1,ТВ,2123.2242379264594
2774,15119,2020-06-14,581.6906478251681,1,Поиск,41.83093521748319
739,13084,2020-02-13,604.926531127775,1,Контекстная реклама,671.6248970827826
999,13344,2020-02-29,582.7167198318638,1,Контекстная реклама,709.3815762858316
685,13030,2020-02-10,606.5656377731302,0,Контекстная реклама,668.8384157856786
18,12363,2020-01-02,617.7910799415813,0,Email рассылка,191.10446002920932
3221,15566,2020-07-11,561.113055154429,1,Email рассылка,219.44347242278545
2156,14501,2020-05-08,560.6256398732228,0,ТВ,2196.871800633886
1801,14146,2020-04-17,588.4940083359058,0,Поиск,41.150599166409414
2814,15159,2020-06-16,590.7784995308225,1,Контекстная реклама,695.6765507976017
2636,14981,2020-06-05,577.6279593784394,1,Контекстная реклама,718.032469056653
3603,15948,2020-08-03,560.3366805587436,1,Контекстная реклама,747.4276430501358
1400,13745,2020-03-24,573.915973478613,1,Email рассылка,213.04201326069352
382,12727,2020-01-23,580.0599637583716,0,Email рассылка,209.97001812081416
3220,15565,2020-07-11,581.245254913284,0,ТВ,2093.7737254335793
2289,14634,2020-05-16,605.1773678565839,0,Поиск,39.4822632143416
3464,15809,2020-07-26,579.4661846581698,1,Контекстная реклама,714.9074860811114
2075,14420,2020-05-03,608.0775118164919,1,Контекстная реклама,666.2682299119638
3063,15408,2020-07-01,577.0159995748243,1,Контекстная реклама,719.0728007227987
2032,14377,2020-04-30,599.3535922880901,0,Email рассылка,200.32320385595497
2709,15054,2020-06-10,569.6193657250013,0,Email рассылка,215.19031713749933
2404,14749,2020-05-23,573.7990474021292,0,ТВ,2131.004762989354
2639,14984,2020-06-06,577.5838344010972,1,Поиск,42.241616559890275
2780,15125,2020-06-14,576.1161531552154,1,Контекстная реклама,720.6025396361337
3666,16011,2020-08-06,582.5202513582071,1,Контекстная реклама,709.7155726910479
2755,15100,2020-06-13,563.523824606357,0,Контекстная реклама,742.009498169193
3778,16123,2020-08-13,548.787326799287,1,Email рассылка,225.60633660035649
1628,13973,2020-04-07,589.0309321744046,0,Email рассылка,205.4845339127977
2093,14438,2020-05-04,588.1792832143326,0,ТВ,2059.103583928337
2259,14604,2020-05-14,603.1892721625456,1,Поиск,39.681072783745435
1986,14331,2020-04-27,597.0203217339573,1,Контекстная реклама,685.0654530522726
1382,13727,2020-03-23,611.9750884996149,1,Контекстная реклама,659.6423495506546
323,12668,2020-01-20,584.8429645382556,0,Контекстная реклама,705.7669602849654
827,13172,2020-02-19,610.5930899170623,1,Email рассылка,194.7034550414688
3039,15384,2020-06-30,555.3096241000405,0,Email рассылка,222.34518794997973
2634,14979,2020-06-05,593.294426628143,0,ТВ,2033.527866859285
2895,15240,2020-06-21,571.9545107415345,1,Поиск,42.80454892584656
910,13255,2020-02-23,611.3979204514769,1,Контекстная реклама,660.6235352324893
409,12754,2020-01-24,609.5180616819847,0,Контекстная реклама,663.819295140626
518,12863,2020-01-31,599.7897298061084,1,Контекстная реклама,680.3574593296156
2097,14442,2020-05-04,563.7984571017712,1,Email рассылка,218.10077144911443
3608,15953,2020-08-03,578.327848048493,1,Email рассылка,210.83607597575346
1846,14191,2020-04-19,589.2546194618914,1,ТВ,2053.7269026905433
2112,14457,2020-05-05,604.3461893831839,0,Поиск,39.56538106168162
60,12405,2020-01-04,621.7899197931409,0,Контекстная реклама,642.9571363516604
899,13244,2020-02-23,598.4356825880028,1,Контекстная реклама,682.6593396003952
2007,14352,2020-04-29,585.6791014603984,1,Контекстная реклама,704.3455275173226
1147,13492,2020-03-08,582.0269247262436,1,Email рассылка,208.9865376368782
1248,13593,2020-03-14,584.3031771333834,1,Email рассылка,207.84841143330829
1004,13349,2020-02-29,606.1492392420745,0,ТВ,1969.2538037896275
2617,14962,2020-06-04,555.0226364742132,1,Поиск,44.49773635257868
2475,14820,2020-05-27,596.4724292957349,1,Контекстная реклама,685.9968701972506
3660,16005,2020-08-06,549.5683668992899,0,Контекстная реклама,765.7337762712071
2372,14717,2020-05-21,565.4920556253426,0,Контекстная реклама,738.6635054369177
2679,15024,2020-06-08,570.2181964167139,0,Email рассылка,214.89090179164305
853,13198,2020-02-21,582.7266841220355,0,Email рассылка,208.63665793898224
3649,15994,2020-08-05,576.8561733334145,1,ТВ,2115.7191333329274
2006,14351,2020-04-29,589.3720049044932,1,Поиск,41.06279950955068
392,12737,2020-01-23,596.8395915701926,0,Контекстная реклама,685.3726943306724
2873,15218,2020-06-20,590.3626278652928,1,Контекстная реклама,696.3835326290022
1109,13454,2020-03-06,575.2958629815615,0,Контекстная реклама,721.9970329313454
1993,14338,2020-04-28,605.4745174056698,1,Email рассылка,197.26274129716515
3202,15547,2020-07-10,593.4863294033765,0,Email рассылка,203.25683529831173
2454,14799,2020-05-26,583.2688073704752,0,ТВ,2083.655963147624
704,13049,2020-02-11,576.5076611035929,0,Поиск,42.349233889640715
3206,15551,2020-07-10,550.2255131477078,1,Контекстная реклама,764.6166276488967
2653,14998,2020-06-06,589.7439840315876,0,Контекстная реклама,697.435227146301
3179,15524,2020-07-09,555.1836718184665,1,Контекстная реклама,756.1877579086071
3678,16023,2020-08-07,574.253007888115,1,Email рассылка,212.87349605594252
1499,13844,2020-03-30,573.0489025964029,0,Email рассылка,213.47554870179857
182,12527,2020-01-11,597.928645472065,0,ТВ,2010.3567726396752
1314,13659,2020-03-18,576.913805196534,0,Поиск,42.3086194803466
3236,15581,2020-07-12,572.7409846061244,0,Контекстная реклама,726.3403261695887
3340,15685,2020-07-19,563.210001352609,0,Контекстная реклама,742.5429977005648
2867,15212,2020-06-19,568.1704932536729,1,Контекстная реклама,734.1101614687561
2529,14874,2020-05-30,565.8859128713201,0,Email рассылка,217.05704356433995
3533,15878,2020-07-29,557.1613364105674,0,Email рассылка,221.41933179471627
3215,15560,2020-07-11,584.1597602333684,1,ТВ,2079.201198833158
2492,14837,2020-05-28,578.0353206452666,1,Поиск,42.19646793547334
2802,15147,2020-06-15,563.3310675625048,0,Контекстная реклама,742.3371851437417
2655,15000,2020-06-07,572.1424602293296,0,Контекстная реклама,727.3578176101397
2786,15131,2020-06-14,587.3694788129424,1,Контекстная реклама,701.4718860179979
843,13188,2020-02-20,599.0214960392848,0,Email рассылка,200.48925198035758
3042,15387,2020-06-30,576.5770220042855,0,Email рассылка,211.71148899785723
703,13048,2020-02-11,585.719160927971,1,ТВ,2071.404195360145
1448,13793,2020-03-26,580.8407904862091,0,Поиск,41.915920951379086
2116,14461,2020-05-06,602.8454541354541,1,Контекстная реклама,675.1627279697279
3158,15503,2020-07-07,587.5581194691208,1,Контекстная реклама,701.1511969024945
655,13000,2020-02-09,600.0981298916968,0,Контекстная реклама,679.8331791841156
2375,14720,2020-05-21,579.9904720307552,1,Email рассылка,210.00476398462237
1240,13585,2020-03-13,594.8468262756699,1,Email рассылка,202.57658686216507
1151,13496,2020-03-08,594.7709310880136,0,ТВ,2026.1453445599318
496,12841,2020-01-30,586.694590901205,0,Поиск,41.3305409098795
3387,15732,2020-07-21,556.0632166202208,0,Контекстная реклама,754.6925317456246
463,12808,2020-01-28,596.1483159807306,0,Контекстная реклама,686.547862832758
616,12961,2020-02-06,614.227333314253,0,Контекстная реклама,655.8135333657699
3751,16096,2020-08-12,554.1186716839295,1,Email рассылка,222.94066415803525
2025,14370,2020-04-30,591.9182839429043,1,Email рассылка,204.04085802854783
185,12530,2020-01-11,591.4348039936635,0,ТВ,2042.8259800316825
119,12464,2020-01-08,620.9827815096417,0,Поиск,37.90172184903584
3162,15507,2020-07-07,551.9623170228737,1,Контекстная реклама,761.6640610611148
2795,15140,2020-06-15,586.7947791385421,0,Контекстная реклама,702.4488754644783
2519,14864,2020-05-29,589.4026727364514,1,Контекстная реклама,698.0154563480324
3277,15622,2020-07-15,587.9897507766162,1,Email рассылка,206.00512461169188
705,13050,2020-02-11,608.265183818439,1,Email рассылка,195.8674080907805
797,13142,2020-02-17,623.6059695654501,0,ТВ,1881.9701521727497
3664,16009,2020-08-06,567.8374033193338,0,Поиск,43.21625966806662
3694,16039,2020-08-08,577.7799202611693,0,Контекстная реклама,717.7741355560122
1296,13641,2020-03-17,579.4063474995694,1,Контекстная реклама,715.0092092507319
408,12753,2020-01-24,596.8881699102412,0,Контекстная реклама,685.2901111525899
2343,14688,2020-05-20,570.7025178577618,0,Email рассылка,214.6487410711191
158,12503,2020-01-10,604.9002481125308,0,Email рассылка,197.54987594373458
1192,13537,2020-03-11,608.2046970649496,1,ТВ,1958.9765146752516
2361,14706,2020-05-21,603.3118481924964,1,Поиск,39.66881518075035
3373,15718,2020-07-20,575.9194441689667,0,Контекстная реклама,720.9369449127565
623,12968,2020-02-07,624.7801015536427,1,Контекстная реклама,637.8738273588074
3056,15401,2020-07-01,572.3340936151619,0,Контекстная реклама,727.0320408542248
1719,14064,2020-04-12,565.2867750176796,1,Email рассылка,217.3566124911602
2693,15038,2020-06-09,597.5164887133801,0,Email рассылка,201.24175564330994
2260,14605,2020-05-14,600.7642619765347,1,ТВ,1996.1786901173266
2569,14914,2020-06-01,559.1258595987035,1,Поиск,44.087414040129644
2629,14974,2020-06-05,555.0269834607211,1,Контекстная реклама,756.454128116774
2177,14522,2020-05-10,594.9960895680294,1,Контекстная реклама,688.5066477343499
3341,15686,2020-07-19,559.3083702630677,1,Контекстная реклама,749.1757705527849
2718,15063,2020-06-11,600.5916134118202,1,Email рассылка,199.70419329408995
2298,14643,2020-05-17,579.6859549747019,1,Email рассылка,210.15702251264904
1014,13359,2020-03-01,599.9609435868763,0,ТВ,2000.1952820656186
328,12673,2020-01-20,618.0962882682322,0,Поиск,38.19037117317678
514,12859,2020-01-31,616.3619922930227,1,Контекстная реклама,652.1846131018614
448,12793,2020-01-27,620.0815811764571,0,Контекстная реклама,645.861312000023
1847,14192,2020-04-19,603.2577999784644,1,Контекстная реклама,674.4617400366106
387,12732,2020-01-23,582.0543147247042,0,Email рассылка,208.97284263764791
3439,15784,2020-07-24,576.9814312545248,1,Email рассылка,211.50928437273762
305,12650,2020-01-19,628.1885489764774,0,ТВ,1859.0572551176133
944,13289,2020-02-25,581.2787394756532,0,Поиск,41.87212605243468
987,13332,2020-02-28,599.7508208779807,0,Контекстная реклама,680.4236045074329
112,12457,2020-01-07,596.0144861270576,0,Контекстная реклама,686.7753735840021
788,13133,2020-02-16,588.155910392338,1,Контекстная реклама,700.1349523330254
84,12429,2020-01-06,598.6571564266561,0,Email рассылка,200.67142178667194
1363,13708,2020-03-21,596.2512082991241,0,Email рассылка,201.87439585043793
682,13027,2020-02-10,618.1744200415997,0,ТВ,1909.127899792002
2263,14608,2020-05-15,578.4010407981986,0,Поиск,42.15989592018015
3053,15398,2020-06-30,586.3311936831744,0,Контекстная реклама,703.2369707386034
2852,15197,2020-06-19,568.469803755732,1,Контекстная реклама,733.6013336152556
729,13074,2020-02-13,588.2911033172245,1,Контекстная реклама,699.9051243607183
2647,14992,2020-06-06,574.5223007778518,0,Email рассылка,212.7388496110741
215,12560,2020-01-13,629.2290080950758,0,Email рассылка,185.38549595246212
2560,14905,2020-06-01,591.2755128501879,0,ТВ,2043.622435749061
2836,15181,2020-06-18,558.2219632991307,1,Поиск,44.17780367008693
3402,15747,2020-07-22,546.614349779024,1,Контекстная реклама,770.7556053756592
1273,13618,2020-03-16,579.3311792107547,1,Контекстная реклама,715.1369953417169
1494,13839,2020-03-29,571.3793347448674,1,Контекстная реклама,728.6551309337254
2841,15186,2020-06-18,592.386676024498,0,Email рассылка,203.806661987751
3366,15711,2020-07-20,586.4703358933657,1,Email рассылка,206.76483205331715
3783,16128,2020-08-14,583.4697544127898,1,ТВ,2082.651227936051
1748,14093,2020-04-14,607.9517562834226,1,Поиск,39.20482437165774
3536,15881,2020-07-30,582.6369825759289,1,Контекстная реклама,709.5171296209209
481,12826,2020-01-29,623.2716154770258,0,Контекстная реклама,640.4382536890563
473,12818,2020-01-28,586.2958490369087,0,Контекстная реклама,703.297056637255
1912,14257,2020-04-23,602.7662144362321,0,Email рассылка,198.61689278188393
1681,14026,2020-04-10,582.5877962809232,1,Email рассылка,208.70610185953842
591,12936,2020-02-04,586.5656328769128,1,ТВ,2067.1718356154356
837,13182,2020-02-19,594.6614817741852,1,Поиск,40.533851822581475
1605,13950,2020-04-05,576.17552513498,0,Контекстная реклама,720.5016072705338
1836,14181,2020-04-19,582.5758611199625,1,Контекстная реклама,709.6210360960638
1005,13350,2020-02-29,576.8120350765453,1,Контекстная реклама,719.4195403698731
3010,15355,2020-06-27,580.3129188045257,0,Email рассылка,209.84354059773716
1779,14124,2020-04-16,570.4397088407384,1,Email рассылка,214.7801455796308
2995,15340,2020-06-27,563.0423257110458,0,ТВ,2184.788371444771
744,13089,2020-02-14,587.9208781493601,0,Поиск,41.207912185063996
3404,15749,2020-07-22,575.00002439852,0,Контекстная реклама,722.4999585225158
1947,14292,2020-04-25,577.3806837584807,1,Контекстная реклама,718.4528376105827
2154,14499,2020-05-08,565.0594797640994,1,Контекстная реклама,739.3988844010311
2595,14940,2020-06-03,571.6494864557214,1,Email рассылка,214.17525677213928
978,13323,2020-02-27,609.0485529758416,0,Email рассылка,195.4757235120792
979,13324,2020-02-27,602.5256799388171,1,ТВ,1987.3716003059144
627,12972,2020-02-07,622.310582042368,1,Поиск,37.7689417957632
2738,15083,2020-06-12,565.6318029537742,1,Контекстная реклама,738.4259349785838
30,12375,2020-01-02,624.8219738867097,0,Контекстная реклама,637.8026443925936
2182,14527,2020-05-10,564.768380126151,0,Контекстная реклама,739.8937537855434
694,13039,2020-02-11,582.7102923925409,0,Email рассылка,208.64485380372957
1823,14168,2020-04-18,575.7672583007942,0,Email рассылка,212.1163708496029
602,12947,2020-02-05,585.034677509672,1,ТВ,2074.8266124516404
2551,14896,2020-05-31,572.9799697407999,1,Поиск,42.70200302592001
3165,15510,2020-07-08,549.255331884269,0,Контекстная реклама,766.2659357967426
3732,16077,2020-08-10,576.0560279569894,1,Контекстная реклама,720.704752473118
3333,15678,2020-07-18,561.1575147567653,0,Контекстная реклама,746.0322249134989
85,12430,2020-01-06,610.5772867643,0,Email рассылка,194.71135661785
2632,14977,2020-06-05,589.3819873671379,1,Email рассылка,205.30900631643107
2350,14695,2020-05-20,572.8547191996599,1,ТВ,2135.7264040017
3268,15613,2020-07-14,559.1061543111946,0,Поиск,44.08938456888054
3806,16151,2020-08-15,579.5344342902229,1,Контекстная реклама,714.7914617066211
3659,16004,2020-08-06,587.5343871604308,0,Контекстная реклама,701.1915418272677
2088,14433,2020-05-04,573.5960793422394,1,Контекстная реклама,724.886665118193
2143,14488,2020-05-07,583.2516832044138,0,Email рассылка,208.3741583977931
2485,14830,2020-05-28,598.1701513306299,1,Email рассылка,200.91492433468505
2993,15338,2020-06-26,578.4107943672986,0,ТВ,2107.9460281635065
1556,13901,2020-04-02,614.9840298380611,0,Поиск,38.501597016193884
3229,15574,2020-07-12,573.4304951097081,0,Контекстная реклама,725.1681583134962
1058,13403,2020-03-03,576.9516122747258,0,Контекстная реклама,719.1822591329661
3143,15488,2020-07-06,589.8839142404967,1,Контекстная реклама,697.1973457911556
2644,14989,2020-06-06,565.2956457503655,0,Email рассылка,217.35217712481727
1510,13855,2020-03-30,571.2947024495638,1,Email рассылка,214.3526487752181
3250,15595,2020-07-13,579.4857970541001,0,ТВ,2102.5710147294994
3329,15674,2020-07-18,578.6845703547363,1,Поиск,42.13154296452638
1672,14017,2020-04-10,613.0029471308654,0,Контекстная реклама,657.8949898775287
2146,14491,2020-05-08,568.2478135108436,1,Контекстная реклама,733.9787170315659
3124,15469,2020-07-05,590.71637573679,1,Контекстная реклама,695.7821612474568
2889,15234,2020-06-21,598.1319895091978,1,Email рассылка,200.93400524540112
534,12879,2020-02-01,606.5663768140676,0,Email рассылка,196.7168115929662
2341,14686,2020-05-19,585.1628500350967,1,ТВ,2074.185749824517
1034,13379,2020-03-02,599.7389642723019,1,Поиск,40.02610357276981
657,13002,2020-02-09,583.6880398110752,0,Контекстная реклама,707.7303323211722
2673,15018,2020-06-08,558.6570147760409,1,Контекстная реклама,750.2830748807304
2389,14734,2020-05-22,566.051179485213,1,Контекстная реклама,737.712994875138
1654,13999,2020-04-08,590.8897378317689,0,Email рассылка,204.55513108411554
3470,15815,2020-07-26,551.6682671761234,1,Email рассылка,224.16586641193825
2304,14649,2020-05-17,561.147163988592,0,ТВ,2194.26418005704
422,12767,2020-01-25,620.883176842867,0,Поиск,37.9116823157133
3037,15382,2020-06-29,556.0189558439683,1,Контекстная реклама,754.7677750652538
2418,14763,2020-05-24,560.76452467937,0,Контекстная реклама,746.700308045071
566,12911,2020-02-03,605.0188059518971,1,Контекстная реклама,671.4680298817748
144,12489,2020-01-09,606.4655612539477,0,Email рассылка,196.76721937302617
539,12884,2020-02-01,605.6101877152973,0,Email рассылка,197.1949061423513
1063,13408,2020-03-03,598.5753265106043,0,ТВ,2007.1233674469786
697,13042,2020-02-11,613.8373876949748,1,Поиск,38.616261230502516
2526,14871,2020-05-30,577.2339820842262,1,Контекстная реклама,718.7022304568154
1381,13726,2020-03-23,613.9200262273051,0,Контекстная реклама,656.3359554135812
3239,15584,2020-07-12,563.995764538548,0,Контекстная реклама,741.2072002844684
1833,14178,2020-04-19,605.210511884153,0,Email рассылка,197.39474405792353
3283,15628,2020-07-15,564.7406758079654,0,Email рассылка,217.62966209601728
2387,14732,2020-05-22,598.9379862939924,0,ТВ,2005.3100685300383
2064,14409,2020-05-02,586.7583874069016,1,Поиск,41.32416125930984
936,13281,2020-02-25,609.5227652910011,0,Контекстная реклама,663.8112990052982
2429,14774,2020-05-24,556.6202467165583,1,Контекстная реклама,753.7455805818507
2624,14969,2020-06-05,601.2306880912587,0,Контекстная реклама,677.9078302448602
728,13073,2020-02-13,594.3768693818101,1,Email рассылка,202.81156530909493
68,12413,2020-01-05,598.3898659196886,0,Email рассылка,200.80506704015565
1728,14073,2020-04-13,574.3439116827975,1,ТВ,2128.2804415860123
1453,13798,2020-03-27,615.1111004412444,1,Поиск,38.48888995587556
3493,15838,2020-07-27,579.1696922890096,1,Контекстная реклама,715.4115231086836
1361,13706,2020-03-21,615.7877648066535,0,Контекстная реклама,653.1607998286889
3576,15921,2020-08-01,579.9318640018377,0,Контекстная реклама,714.115831196876
1851,14196,2020-04-19,578.5420872035627,1,Email рассылка,210.72895639821868
2453,14798,2020-05-26,583.8139126242589,0,Email рассылка,208.09304368787053
74,12419,2020-01-05,594.8443879970764,0,ТВ,2025.7780600146177
2543,14888,2020-05-31,562.2219729309948,1,Поиск,43.777802706900516
1542,13887,2020-04-02,579.8513270025172,0,Контекстная реклама,714.2527440957207
895,13240,2020-02-23,608.0011318981703,1,Контекстная реклама,666.3980757731103
1958,14303,2020-04-26,591.1548252394005,1,Контекстная реклама,695.0367970930191
1092,13437,2020-03-05,613.9260568856907,0,Email рассылка,193.03697155715463
1987,14332,2020-04-27,570.4554965730218,1,Email рассылка,214.77225171348908
1900,14245,2020-04-23,600.3767704192628,1,ТВ,1998.116147903686
2337,14682,2020-05-19,574.2598997657267,0,Поиск,42.57401002342733
1169,13514,2020-03-09,614.6691043444764,1,Контекстная реклама,655.0625226143901
1318,13663,2020-03-19,595.6587890109198,1,Контекстная реклама,687.3800586814364
1213,13558,2020-03-12,584.8958429431275,1,Контекстная реклама,705.6770669966833
3474,15819,2020-07-26,557.7192461709249,0,Email рассылка,221.14037691453754
2362,14707,2020-05-21,566.9728671556697,0,Email рассылка,216.51356642216513
1549,13894,2020-04-02,584.8574889810502,1,ТВ,2075.7125550947494
2825,15170,2020-06-17,551.0865871526828,1,Поиск,44.891341284731716
275,12620,2020-01-17,608.024666965556,0,Контекстная реклама,666.3580661585547
2379,14724,2020-05-21,590.6367588225146,0,Контекстная реклама,695.9175100017253
3453,15798,2020-07-25,545.2589526701031,1,Контекстная реклама,773.0597804608248
3302,15647,2020-07-16,550.3714228642868,0,Email рассылка,224.81428856785655
3275,15620,2020-07-15,579.5613257130731,0,Email рассылка,210.21933714346346
344,12689,2020-01-20,597.8069195408502,0,ТВ,2010.9654022957488
2799,15144,2020-06-15,574.8187164277517,1,Поиск,42.51812835722483
63,12408,2020-01-04,594.8609858892107,0,Контекстная реклама,688.7363239883418
864,13209,2020-02-21,580.6978974078771,1,Контекстная реклама,712.8135744066088
1581,13926,2020-04-04,598.0953190703503,0,Контекстная реклама,683.2379575804044
2697,15042,2020-06-09,558.4351482640062,1,Email рассылка,220.7824258679969
2676,15021,2020-06-08,596.241136416401,0,Email рассылка,201.8794317917995
319,12664,2020-01-19,598.3450630673303,0,ТВ,2008.2746846633486
3343,15688,2020-07-19,581.9736600165878,1,Поиск,41.80263399834122
3700,16045,2020-08-08,570.1058550378854,0,Контекстная реклама,730.8200464355949
3423,15768,2020-07-23,551.9113201928436,1,Контекстная реклама,761.7507556721658
3100,15445,2020-07-04,577.9405456659581,1,Контекстная реклама,717.5010723678712
532,12877,2020-02-01,617.3766796982904,0,Email рассылка,191.3116601508548
2620,14965,2020-06-04,562.7052580917858,0,Email рассылка,218.6473709541071
2604,14949,2020-06-03,569.1202666770275,0,ТВ,2154.398666614862
1538,13883,2020-04-01,579.5373022823856,1,Поиск,42.046269771761445
2000,14345,2020-04-28,578.7808398688752,0,Контекстная реклама,716.0725722229122
3089,15434,2020-07-03,592.9106767743685,0,Контекстная реклама,692.0518494835735
782,13127,2020-02-16,576.040959648122,1,Контекстная реклама,720.7303685981925
299,12644,2020-01-18,626.0600034660546,0,Email рассылка,186.9699982669727
3205,15550,2020-07-10,556.0703946080853,1,Email рассылка,221.9648026959574
573,12918,2020-02-03,622.853891261818,1,ТВ,1885.73054369091
3103,15448,2020-07-04,583.5095490362324,1,Поиск,41.64904509637675
2393,14738,2020-05-22,566.4581136873587,0,Контекстная реклама,737.0212067314901
2506,14851,2020-05-29,594.1893079235151,0,Контекстная реклама,689.8781765300242
2850,15195,2020-06-19,579.371141206716,0,Контекстная реклама,715.069059948583
2308,14653,2020-05-17,588.0466937863282,1,Email рассылка,205.9766531068359
1157,13502,2020-03-08,606.2899096840912,1,Email рассылка,196.8550451579544
3193,15538,2020-07-10,577.6296331792482,1,ТВ,2111.851834103759
508,12853,2020-01-30,624.6272677263112,1,Поиск,37.537273227368885
128,12473,2020-01-08,602.1891486845038,0,Контекстная реклама,676.2784472363435
3204,15549,2020-07-10,580.0444747534557,0,Контекстная реклама,713.9243929191252
1195,13540,2020-03-11,583.6692832627496,1,Контекстная реклама,707.7622184533258
1660,14005,2020-04-09,588.8618205157441,0,Email рассылка,205.56908974212794
2051,14396,2020-05-01,605.2358049497097,1,Email рассылка,197.38209752514516
2096,14441,2020-05-04,594.0481118858752,1,ТВ,2029.7594405706238
1105,13450,2020-03-05,602.3493998540387,1,Поиск,39.76506001459613
3011,15356,2020-06-28,596.3422207635641,1,Контекстная реклама,686.218224701941
584,12929,2020-02-04,597.0332466360906,0,Контекстная реклама,685.0434807186459
1283,13628,2020-03-16,572.1192856056183,1,Контекстная реклама,727.3972144704488
1855,14200,2020-04-20,608.068286233105,1,Email рассылка,195.96585688344751
2578,14923,2020-06-02,555.8548151139015,1,Email рассылка,222.07259244304925
3118,15463,2020-07-05,594.7678377495995,1,ТВ,2026.1608112520023
3570,15915,2020-08-01,574.4498502526069,0,Поиск,42.55501497473931
2514,14859,2020-05-29,566.1403510650207,1,Контекстная реклама,737.5614031894648
1055,13400,2020-03-03,574.7394500443454,0,Контекстная реклама,722.9429349246127
1935,14280,2020-04-25,577.4501683803564,1,Контекстная реклама,718.334713753394
792,13137,2020-02-17,606.3489890582362,0,Email рассылка,196.82550547088192
219,12564,2020-01-13,604.1245634278888,0,Email рассылка,197.9377182860556
1625,13970,2020-04-07,566.6780721058989,1,ТВ,2166.6096394705055
997,13342,2020-02-28,593.8919541587284,0,Поиск,40.61080458412716
1309,13654,2020-03-18,585.3282078998851,1,Контекстная реклама,704.9420465701953
1522,13867,2020-03-31,570.9822179733774,1,Контекстная реклама,729.3302294452584
3455,15800,2020-07-25,571.1168246655634,0,Контекстная реклама,729.1013980685422
1703,14048,2020-04-11,593.1571417681066,0,Email рассылка,203.42142911594667
2140,14485,2020-05-07,592.967502696026,0,Email рассылка,203.51624865198696
145,12490,2020-01-09,623.1527316618415,0,ТВ,1884.2363416907929
1786,14131,2020-04-16,579.1110584368743,1,Поиск,42.08889415631258
3188,15533,2020-07-09,589.3593567618766,1,Контекстная реклама,698.0890935048096
1332,13677,2020-03-19,604.2953987945436,1,Контекстная реклама,672.6978220492757
1543,13888,2020-04-02,578.6474954397129,0,Контекстная реклама,716.2992577524881
2401,14746,2020-05-23,584.1035160222399,0,Email рассылка,207.94824198888006
2092,14437,2020-05-04,594.8986495425793,1,Email рассылка,202.55067522871036
2041,14386,2020-05-01,585.1998971036606,1,ТВ,2074.000514481697
